id,tajik,farsi
63,"”Оқои Асадуллоев афзуд, ки зимни боздошт ин афрод ""бо истифода аз силоҳ муқовимат карданд ва маъмурони интизомӣ ночор буданд алайҳи онҳо низ аз силоҳ истифода кунанд", همچنین در محل حادثه مقدار زیاد اسلحه کشف و مصادره‌شده‌است  .
64, Вай афзуд: “Ҳоло маъмурони интизомӣ ва амниятӣ машғули таҳқиқи ин ҳодиса ва асомии афроди кушташуда ҳастанд, گفته می‌شود در این حادثه یک نفر پلیس از جمله گروه ویژه بخش پلیس سغد زخمی‌شده‌است  .
65,"”Манобеъи пулиси Тоҷикистон аъзои ин гурӯҳро дар қатли Саидумар Саидов, раиси бахши кофтукови ҷиноии пулиси ноҳияи Исфара, ки дар авосити моҳи сентябр рух дод, мазнун медонанд"," محمدالله اسدالله یف ، سخنگوی وزارت امور داخله تاجیکستان در صحبت با بی‌بی سی گفت که به احتمال زیاد "" افراد کشته‌شده‌و یک نفری که بازداشت شد ، از جمله اعضای گروهی هستند که در هفته گذشته از ورود آن‌ها به قلمرو قرقیزستان گزارشهایی پخش شده‌بودند  ."
66," Қаблан пулиси Тоҷикистон эълом карда буд, ки асомии афроди мазнун дар ин ҳодисаро дар ихтиёр дорад",""" آقای اسدالله یف افزود که ضمن بازداشت این افراد "" با استفاده از سلاح مقاومت کردن و ماموران انتظامی ناچار‌بودند علیه آن‌ها نیز از سلاح استفاده کنند  ."
67,"Ин дар ҳолест, ки манобеъи нерӯҳои марзбонии Қирғизистон иддаъо доштанд, ки рӯзи 14 октябр як гурӯҳи даҳнафарии мусаллаҳ аз марзи Тоҷикистон убур карда, ба сӯйи посгоҳи марзии  мавсум ба Кӯктоши Қирғизистон гулула шилик карданд"," وی افزود : "" حالا ماموران انتظامی و امنیتی مشغول تحقیق این حادثه و اسامی افراد کشته‌شده‌هستند  ."
68,"Гуфта мешуд, ки ин афрод дар пайи таъқиби нерӯҳои интизомии Тоҷикистон вориди қаламрави Қирғизистон шуданд ва “ин гурӯҳи ҷинойие буда ва ба ҳаракат ва ё ҷунбишҳои исломие рабт надорад",""" منابع پلیس تاجیکستان اعضای این گروهها را در قتل سعید عمر سعیدف ، رئیس بخش جستجوی جنایی پلیس ناحیه اسفره که در اواسط ماه سپتامبر رخ داد ، مظنون می‌دانند  ."
69,"”Вале, Раёсати нерӯҳои марзбонии Кумитаи давлати амнияти миллии Тоҷикистон рӯзи шанбеи 17 октябр бо пахши як баёния изҳор дошт, ки “ҳеч як мавриди убур аз марз миёни Тоҷикистон ва Қирғизистон мушоҳида нашудааст", قبلا پلیس تاجیکستان اعلام کرده‌بود که اسامی افراد مظنون در این حادثه را در اختیار دارد  .
70,"”Бо ин вуҷуд, масъулони нерӯҳои марзбонии Тоҷикистон изҳор дошта буданд, ки “барои мушаххас кардани ин ҳодиса бо ҳамтоёни қирғизи худ ба табодули итилоъот пардохтаанд", این در حالیست که منابع نیروهای مرزبانی قرقیزستان ادعا داشتند که روز 14 اکتبر یک گروه ده نفری مسلح از مرز تاجیکستان عبور کرده به سوی پاسگاه موسوم به کوکتاش قرقیزستان گلوله شلیک کردند  .
71,"”Рӯзи якшанбеи 18 октябр нерӯҳои марзбонии Қирғизистон хабар доданд, ки ин гурӯҳ вориди деҳаи Ворухи ноҳияи Исфара шудаст", گفته می‌شد که این افراد در پی تعقیب نیروهای انتظامی تاجیکستان وارد قلمرو قرقیزستان شدند و یک گروه جنایی بوده و به حرکت و یا جنبشهای اسلامی ربط ندارد  .
72," Ҳамчунин, гуфта мешуд, ки чун ин деҳа бахше аз қаламрави Тоҷикистон маҳсуб мешавад, онҳо наметавонанд барои боздошти ин гурӯҳ ба ин русто ворид шаванд"," ولی ریاست نیروهای مرزبانی کمیته دولت امنیت ملی تاجیکستان روز شنبه ، 17 اکتبر ، با پخش یک بیانیه اظهار داشت که "" هیج یک مورد عبور از مرز میان تاجیکستان و قرقیزستان مشاهده‌نشده‌است  ."
73,"Вале, эълом шуда буд, ки нерӯҳои марзбонии Қирғизистон дар атрофи ин русто ҳастанд ва роҳҳои фирори ин гурӯҳро таҳти назорати худ қарор додаанд",""" با این وجود ، مسئولان نیروهای مرزبانی تاجیکستان اظهار داشته‌بودند که "" برای مشخص کردن این حادثه با همتایان قرقیز خود به تبادل اطلاعات پرداخته‌اند  ."
74," Ҳамчунин, гузориш шуда буд, ки дар робита бо ин ҳодиса Ӯзбакистон, Қирғизистон ва Тоҷикистон муроқибат аз марзҳои худ дар ин минтақаро тақвият додаанд",""" روز یکشنبه 18 اکتبر نیروهای مرزبانی قرقیزستان خبر دادند که این گروه وارد روستای وارخ ناحیه اسفره‌شده‌است  ."
