id,tajik,farsi
70,"Ин тасмими кумисиюн як рӯз пас аз он эълом мешавад, ки Rумисиюни расидагӣ ба шикоёти интихоботии Афғонистон натиҷаи баррасиҳои худро дар мавриди иддаъоҳои тақаллуб дар интихобот ба кумисиюни интихобот таҳвил дод.", این تصمیم کمیسیون یک روز پس از آن اعلام می‌شود که کمیسیون رسیدگی به شکایات انتخاباتی افغانستان نتیجه بررسی‌های خود را در مورد ادعاهای تقلب در انتخابات به کمیسیون انتخابات تحویل داد  .
71,"Оқои Карзай дар конфронси хабарии рӯзи сешанбе, ки Кай Айдӣ, фиристодаи вижаи Созмони Милали Муттаҳид барои Афғонистон ва сафирони Омрико ва Бритониё ҳам дар он ҳузур доштанд, гуфт, ки мардуми Афғонистон як бори дигар фурсати интихоб доранд.", آقای کرزی در کنفرانس خبری روز سه شنبه که کای آیدی ، فرستاده ویژه سازمان ملل متحد برای افغانستان و سفرای آمریکا و بریتانیا هم در آن حضور داشتند ، گفت که مردم افغانستان یک بار دیگر فرصت انتخاب دارند  .
72,Ӯ гуфт: “Ду ҳафта аз имрӯз базудӣ сипарӣ мешавад ва мардуми Афғонистон як бори дигар ба пойи сандуқҳои раъй хоҳанд рафт.," او گفت : "" دو هفته از امروز به زودی سپری می‌شود و مردم افغانستان یک بار دیگر به پای صندوق‌های رای خواهند رفت "" ."
73,"Як гурӯҳи назораткунанда бар интихоботи Афғонистон гуфт, ки дар натиҷаи расидагӣ ба иддаъоҳои тақаллуб дар интихоботи раёсати ҷумҳурӣ, як чаҳоруми ороъи марбут ба оқои Карзай ботил эълом шудааст.", یک گروه نظارت‌کننده بر انتخابات افغانستان گفت که در نتیجه رسیدگی به ادعاهای تقلب در انتخابات ریاست جمهوری ، یک چهارم آرای مربوط به آقای کرزی باطل اعلام‌شده‌است  .
74,"Таҳлилгарон мегӯянд, ки чолишҳои умдае бар сари роҳи Кумисиюни баргузории интихоботи Афғонистон қарор дорад, то даври дувуми интихоботро зарфи ҳудуди ду ҳафта баргузор кунад.", انتخابات ریاست جمهوری افغانستان که به تاریخ بیستم آگوست - حدود دو ماه پیش - برگزار شد ، با انتقادهایی در مورد بروز تقلب در آن روبرو بوده است  .
75,"Сардии ҳаво ва душворгузар шудани роҳҳо дар манотиқи дурафтода ва кӯҳистонии Афғонистон, илова бар таҳдидҳои амниятӣ, нигарониҳои умда бар сари роҳи баргузории даври дувуми интихобот аст.", تحلیلگران می‌گویند که چالش‌های عمده‌ای بر سر راه کمیسیون برگزاری انتخابات افغانستان قرار دارد تا دور دوم انتخابات را ظرف حدود دو هفته برگزار کند  .
76,"Бон Ки Мун ба Би-би-сӣ гуфтааст, ки барои тазмини ""шаффофият ва эътибор""-и даври дувуми интихобот, барканории ҳудуди дусад корманди интихоботӣ лозим аст.","‌بان کی مون به بی‌بی سی گفت که برای تضمین "" شفافیت و اعتبار "" دور دوم انتخابات ، برکناری حدود دوصد کارمند انتخاباتی لازم است  ."
77,Раҳбарони ҷаҳон аз тасмими Ҳомиди Казай ба пазируфтани баргузории даври дувуми интихобот истиқбол кардаанд., رهبران جهان از تصمیم حامد کرزی به پذیرفتن برگزاری دور دوم انتخابات استقبال کرده‌اند  .
78,"Оқои Карзай иддаъои пирӯзӣ дар даври аввали интихоботро дошт, аммо расидагӣ ба иддаъоҳои тақаллуб дар интихобот боъиси баргузории даври дувум миёни Ҳомиди Карзай ва рақиби асосии интихоботии ӯ, Абдуллоҳи Абдуллоҳ, шудааст.", آقای کرزی ادعای پیروزی در دور اول انتخابات را داشت ، اما رسیدگی به ادعاهای تقلب در انتخابات باعث برگزاری دور دوم میان حامد کرزی و رقیب عمده انتخاباتی او - عبدالله عبدالله -‌شده‌است  .
79,"Раиси ҷумҳури Афғонистон рӯзи гузашта гуфт: ""Ҳоло замони рафтан ба сӯйи субот ва ваҳдати миллӣ аст"" дар ҳоле ки Абдуллоҳи Абдуллоҳ, номзади дигари интихобот ва рақиби аслии оқои Карзай низ изҳор дошт, ки баргузории даври дувуми интихобот ""ба демукросӣ ва тақвияти бовари мардум нисбат ба раванди демукросӣ кумак мекунад""."," رئیس جمهور افغانستان روز گذشته گفت : "" حالا زمان رفتن به سوی ثبات و وحدت ملی است "" در حالیکه عبدالله عبدالله ، نامزد دیگر انتخابات و رقیب اصلی آقای کرزی نیز اظهار داشت که برگزاری دور دوم انتخابات "" به دموکراسی و تقویت باور مردم نسبت به روند دموکراسی کمک می‌کند  ."
